name,g_map,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,pgt,jis_art,japco,yomigana,current_status,prefecture_id,city_id
相模原協同病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d16819.520382807204!2d139.34659760447593!3d35.59617488561282!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60191d37464380a9%3A0xb9c81eb9133ff48e!2zSkHnpZ7lpYjlt53nnIzljprnlJ_pgKMg55u45qih5Y6f5Y2U5ZCM55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378686813!5m2!1sja!2sjp,2525188,橋本2-8-18,,042-772-4291,140022,0,1,0,0,0,0,0,0,0,0,0,サガミハラキョウドウビョウイン,0,14,742
横浜市立みなと赤十字病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d18796.94729556823!2d139.66061035310628!3d35.43693851555574!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185d3bb751f90d%3A0x8722b462f89612fc!2z5qiq5rWc5biC56uL44G_44Gq44Go6LWk5Y2B5a2X55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378705911!5m2!1sja!2sjp,2318682,新山下3-12-1,,045-628-6100,140026,0,0,1,0,0,0,0,0,0,0,0,ヨコハマシリツミナトセキジュウジビョウイン,0,14,720
済生会横浜市南部病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4423.527790796247!2d139.5765193089202!3d35.37524131583867!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601844c333f319db%3A0xb911c74ec2894d45!2z5qiq5rWc5biC5Y2X6YOo55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378723280!5m2!1sja!2sjp,2340054,港南台3-2-10,,045-832-1111,140028,1,1,1,0,0,0,0,0,0,0,0,サイセイカイヨコハマシナンブビョウイン,0,14,727
横浜市立大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d32422.395696186555!2d139.62941692395725!3d35.35352438777379!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601841801ed2ac29%3A0x9360af181061ef71!2z5qiq5rWc5biC56uL5aSn5a2m6ZmE5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378751369!5m2!1sja!2sjp,2360004,福浦3-9,,045-787-2800,140029,1,1,1,0,0,0,0,0,0,0,0,ヨコハマシリツダイガク,0,14,724
横浜南共済病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d11028.927379306058!2d139.6150403813042!3d35.32181549304386!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018414596879fe3%3A0x26213120552dc55e!2z5qiq5rWc5Y2X5YWx5riI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378778128!5m2!1sja!2sjp,2360037,六浦東1-21-1,,045-782-2101,140030,1,1,1,0,0,0,0,0,0,0,0,ヨコハマミナミキョウサイビョウイン,0,14,724
横須賀共済病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3430.9637002073296!2d139.6709393436257!3d35.27719155968613!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60183ff475e78ad5%3A0x8059e87785072dc8!2z5qiq6aCI6LOA5YWx5riI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378822907!5m2!1sja!2sjp,2388558,米が浜通1-16,,046-822-2710,140032,1,1,1,0,0,0,0,0,0,0,0,ヨコスカキョウサイビョウイン,0,14,745
聖隷横浜病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9273.694690567074!2d139.59951416967323!3d35.44339720539463!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185b841b056e57%3A0x74ab0c5e3b9d6eea!2z6IGW6Zq35qiq5rWc55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378844002!5m2!1sja!2sjp,2408521,岩井町215,,045-715-3111,140034,0,0,1,0,0,0,0,0,0,0,0,セイレイヨコハマビョウイン,0,14,722
横浜市立市民病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d16094.422366442217!2d139.60165509123968!3d35.47063598530286!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185b61e202f1b3%3A0xd2730eef8cd6ce5!2z5qiq5rWc5biC56uL5biC5rCR55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378860480!5m2!1sja!2sjp,2408555,岡沢町56,,045-331-1961,140035,1,1,1,0,0,0,0,0,0,0,0,ヨコハマシリツシミンビョウイン,0,14,722
聖マリアンナ医科大学横浜市西部病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d21357.251684648003!2d139.4922462437423!3d35.480005123174564!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601857a37dbf306f%3A0xa5ed52540808d150!2z44CSMjQxLTA4MTEg56We5aWI5bed55yM5qiq5rWc5biC5pet5Yy655-i5oyH55S677yR77yR77yZ77yX4oiS77yRIOiBluODnuODquOCouODs-ODiuWMu-enkeWkp-Wtpuaoqua1nOW4guilv-mDqOeXhemZog!5e0!3m2!1sja!2sjp!4v1606378882829!5m2!1sja!2sjp,2410811,矢指町1197-1,,045-366-1111,140037,1,1,1,0,0,0,0,0,0,0,0,セイマリアンナイカダイガクヨコハマシセイブビョウイン,0,14,728
大和市立病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7948.776455794076!2d139.4542107025964!3d35.48490699928348!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018561d010053ef%3A0x46026916646fc425!2z5aSn5ZKM5biC56uL55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378902864!5m2!1sja!2sjp,2428602,深見西8-3-6,,046-260-0111,140038,1,1,0,0,0,0,0,0,0,0,0,ヤマトシリツビョウイン,0,14,755
海老名総合病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d11162.19697509126!2d139.38430180926417!3d35.448698212256204!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185569d66a2d03%3A0x5987872c86bc26cc!2z5rW36ICB5ZCN57eP5ZCI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378932936!5m2!1sja!2sjp,2430433,河原口1320,,046-233-1311,140040,1,0,0,0,0,0,0,0,0,0,0,エビナソウゴウビョウイン,0,14,757
国際親善総合病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6018.04220907022!2d139.5062300155889!3d35.42571360054817!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601850b84ba8f55b%3A0x667331279d5dc486!2z5Zu96Zqb6Kaq5ZaE57eP5ZCI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606378956395!5m2!1sja!2sjp,2450006,西が岡1-28-1,,045-813-7419,140041,0,0,1,0,0,0,0,0,0,0,0,コクサイシンゼンソウゴウビョウイン,0,14,732
横浜医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d77754.23373111966!2d139.47705783742776!3d35.38537834382708!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018504088544abb%3A0x4c7ce8b0884a7ae2!2z5qiq5rWc5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606379104296!5m2!1sja!2sjp,2458575,原宿3-60-2,,045-851-2621,140042,1,1,1,0,0,0,0,0,0,0,0,ヨコハマイリョウセンター,0,14,726
湘南鎌倉総合病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15293.201855069941!2d139.51248749957622!3d35.34981163595789!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60184f9326e11dc9%3A0x2fa49caebdd43d98!2z5rmY5Y2X6Y6M5YCJ57eP5ZCI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379132845!5m2!1sja!2sjp,2478533,岡本1370-1,,0467-46-1717,140044,1,1,1,0,0,0,0,0,0,0,0,ショウナンカマクラソウゴウビョウイン,0,14,747
小田原市立病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9571.689769560442!2d139.14662166075567!3d35.268219961339604!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019a44609955555%3A0x100c82da6e6bb97d!2z5bCP55Sw5Y6f5biC56uL55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379161197!5m2!1sja!2sjp,2508558,久野46,,0465‐34‐3175,140045,1,1,1,0,0,0,0,0,0,0,0,オダワラシリツビョウイン,0,14,749
藤沢市民病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14797.018767471163!2d139.47708838646525!3d35.354503881847144!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60184e29fa97e869%3A0xf367427caa6b6f9c!2z6Jek5rKi5biC5rCR55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379187999!5m2!1sja!2sjp,2518550,藤沢2-6-1,,0466-25-3111,140046,1,1,1,0,0,0,0,0,0,0,0,フジサワシミンビョウイン,0,14,748
茅ヶ崎市立病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14049.915235439737!2d139.40774609568143!3d35.34023270417007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601852662efd9389%3A0xc77d6c1d6404bc25!2z6IyF44O25bSO5biC56uL55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379212877!5m2!1sja!2sjp,2530042,本村5-15-1,,0467-52-1111,140047,1,0,1,0,0,0,0,0,0,0,0,チガサキシリツビョウイン,0,14,750
平塚市民病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d24734.19714156253!2d139.31275948309636!3d35.33394655772876!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019acf62e1609dd%3A0x3aa82ebed25d402d!2z5bmz5aGa5biC5rCR55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379270457!5m2!1sja!2sjp,2540065,南原1-19-1,,0463-32-0015,140049,1,1,1,0,0,0,0,0,0,0,0,ヒラツカシミンビョウイン,0,14,746
伊勢原協同病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d11363.860904979485!2d139.31191776033873!3d35.40223837089856!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019aa53344071e7%3A0x86d32ec4e942b5bc!2z77yq77yh56We5aWI5bed55yM5Y6a55Sf6YCjIOS8iuWLouWOn-WNlOWQjOeXhemZog!5e0!3m2!1sja!2sjp!4v1606379291881!5m2!1sja!2sjp,2591187,田中345,,0463-94-2111,140054,1,1,0,0,0,0,0,0,0,0,0,イセハラキョウドウビョウイン,0,14,756
東海大学,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13008.481217950422!2d139.31191775855268!3d35.40226844699823!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019aa5b48831c1f%3A0x4e4c1400a5dfbcca!2z5p2x5rW35aSn5a2m5Yy75a2m6YOo5LuY5bGe55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379323046!5m2!1sja!2sjp,2591193,下糟屋143,,0463-93-1121,140055,1,1,1,1,1,1,0,0,0,0,0,トウカイダイガク,0,14,756
神奈川県立がんセンター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13675.216775865823!2d139.51898144119426!3d35.47047169574505!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601857637980232d%3A0x2949180d15162bd5!2z56We5aWI5bed55yM56uL44GM44KT44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606379342501!5m2!1sja!2sjp,2418515,中尾2-3-2,,045-520-2222,140059,1,1,0,0,0,0,0,0,0,0,0,カナガワケンリツガンセンター,0,14,728
横浜市立大学市民総合医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d11196.380123866811!2d139.6172234954305!3d35.435037978264475!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185c93cfe67819%3A0xa225980b31274b03!2z5qiq5rWc5biC56uL5aSn5a2m6ZmE5bGe5biC5rCR57eP5ZCI5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606379359857!5m2!1sja!2sjp,2320024,浦舟町4-57,,045-261-5656,140061,1,1,1,1,1,1,4,0,0,0,0,ヨコハマシリツダイガクシミンソウゴウイリョウセンター,0,14,721
神奈川県立こども医療センター,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d13533.7011548519!2d139.57767419818907!3d35.42439139043781!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185b058a52e309%3A0xe90feac639fbdbd3!2z56We5aWI5bed55yM56uL44GT44Gp44KC5Yy755mC44K744Oz44K_44O8!5e0!3m2!1sja!2sjp!4v1606379375891!5m2!1sja!2sjp,2328555,六ツ川 2-138-4,,045-711-2351,140062,1,0,1,0,0,0,0,0,0,0,0,カナガワケンリツコドモイリョウセンター,0,14,721
昭和大学横浜市北部病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d9309.897032849702!2d139.56545525186033!3d35.548015933156464!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f63341991ce5%3A0xc0b65fe0b97b4b83!2z5pit5ZKM5aSn5a2mIOaoqua1nOW4guWMl-mDqOeXhemZog!5e0!3m2!1sja!2sjp!4v1606379396035!5m2!1sja!2sjp,2248503,茅ケ崎中央35-1,,045-949-7000,140063,1,1,1,0,0,0,0,0,0,0,0,ショウワダイガクヨコハマシホクブビョウイン,0,14,734
福田ウイメンズクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4694.159768400969!2d139.5558901322806!3d35.43095562008984!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185a4f0cb386c7%3A0xbe0c04179ba47c96!2z56aP55Sw44Km44Kk44Oh44Oz44K644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379410835!5m2!1sja!2sjp,2440801,品濃町549-2,三宅ビル 7階,045-825-5525,140069,0,0,0,1,1,1,0,0,0,0,0,フクダウィメンズクリニック,0,14,726
東條ウイメンズホスピタル,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d10901.663359864364!2d139.55827381859802!3d35.39691647587521!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185b15708dc8af%3A0x414f4a79af21f00a!2z5p2x5qKd44Km44Kk44Oh44Oz44K644Ob44K544OU44K_44Or!5e0!3m2!1sja!2sjp!4v1606379449297!5m2!1sja!2sjp,2330013,丸山台2-34-7,,045-843-1121,140070,0,0,0,1,1,1,0,0,0,0,0,トウジョウウィメンズホスピタル,0,14,727
アモルクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8786.273088182528!2d139.61301363024438!3d35.511716032610096!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185fbef5989127%3A0xaa26cc8f02dfbfbf!2z44Ki44Oi44Or44Kv44Oq44OL44OD44KvIOWppuS6uuenkQ!5e0!3m2!1sja!2sjp!4v1606379474680!5m2!1sja!2sjp,2220033,新横浜3-20-3-7F,,045-475-1000,140072,0,0,0,1,1,1,0,0,0,0,0,アモルクリニック,0,14,725
田園都市レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2784.740113338502!2d139.55295349530044!3d35.56963894605934!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f73f7b1dcebd%3A0x5c6aa9d7fb5d75c0!2z55Sw5ZyS6YO95biC44Os44OH44Kj44O844K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379498792!5m2!1sja!2sjp,2250011,あざみ野1-5-1,,045-905-5524,140075,0,0,0,1,1,1,0,0,0,0,1,デンエントシレディースクリニック,0,14,733
馬車道レディスクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6366.838102670732!2d139.63392925066643!3d35.447125906856485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185cf6f416fb7b%3A0x63910ab52af98068!2z5Yy755mC5rOV5Lq656eA5pmD5LyaIOmmrOi7iumBk-ODrOODh-OCo-OCueOCr-ODquODi-ODg-OCrw!5e0!3m2!1sja!2sjp!4v1606379513043!5m2!1sja!2sjp,2310012,相生町4-65-3,馬車道メディカルスクエア 5F,045-228-1680,140076,0,0,0,1,1,1,0,0,0,0,0,バシャミチレディスクリニック,0,14,720
須藤産科婦人科医院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4089.51742504419!2d139.26589133728524!3d35.371522562567634!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019a9740b078dc7%3A0x8b76dc2ceaface62!2z6aCI6Jek55Sj56eR5amm5Lq656eR5Yy76Zmi!5e0!3m2!1sja!2sjp!4v1606379543162!5m2!1sja!2sjp,2570003,南矢名4-12-12,,0463-77-7666,140078,0,0,0,1,1,1,0,0,0,0,0,スドウサンカフジンカイイン,0,14,753
ソフィアレディスクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3091.7083925578886!2d139.39088468447096!3d35.56807671045452!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018fda5c8b6b4ad%3A0xa07644f4217d299d!2z44K944OV44Kj44Ki44Os44OH44Kj44K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379561530!5m2!1sja!2sjp,2520233,鹿沼台2-12-2,サンライズアートビル,042-776-3636,140079,0,0,0,1,1,1,0,0,0,0,0,ソフィアレディスクリニック,0,14,743
愛育レディーズクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3248.373675183563!2d139.4433423148375!3d35.495037347769056!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018ff4cdf0e1609%3A0xd81e08ddb8eac43c!2z5oSb6IKy44Os44OH44Kj44O844K644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379582618!5m2!1sja!2sjp,2420006,南林間2-13-3,,046-277-3316,140083,0,0,0,1,1,1,0,0,0,0,0,アイイクレディースクリニック,0,14,755
神奈川レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5809.085768784015!2d139.6274770361093!3d35.48054404823537!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185c22212a8237%3A0xf54bd1d481c6171!2z56We5aWI5bed44Os44OH44Kj44O844K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379598174!5m2!1sja!2sjp,2210822,西神奈川1-11-5,ARTVISTA横浜ビル,045-290-8666,140085,0,0,0,1,1,1,0,0,0,0,1,カナガワレディースクリニック,0,14,718
菊名西口医院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1864.2997272552166!2d139.62929802061697!3d35.50898150781764!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185ee9dabf81a9%3A0xd2d4e381e7b56183!2z6I-K5ZCN6KW_5Y-j5Yy76Zmi!5e0!3m2!1sja!2sjp!4v1606379613704!5m2!1sja!2sjp,2220021,篠原北1-3-33,,045-401-6444,140086,0,0,0,1,1,1,0,0,0,0,0,キクナニシグチイイン,0,14,725
山近記念総合病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d22841.37358642997!2d139.1933509278679!3d35.27922656129797!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6019af7fc3212abd%3A0xa261f3a4ad253268!2z5bGx6L-R6KiY5b-157eP5ZCI55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379639779!5m2!1sja!2sjp,2560815,小八幡3-19-14,,0465-47-7151,140088,0,0,0,1,1,1,0,0,0,0,0,ヤマチカキネンソウゴウビョウイン,0,14,749
海老名レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6068.521961951908!2d139.38955235133216!3d35.4507784696016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185568bce3644f%3A0x2d75dbf7f6c5c0aa!2z5rW36ICB5ZCN44Os44OH44Kj44O844K544Kv44Oq44OL44OD44KvIOS4jeWmiuOCu-ODs-OCv-ODvCDnpZ7lpYjlt53nnIwg5rW36ICB5ZCN5biCIOebuOmJhOe3miDlsI_nlLDmgKXnt5rjga7nlKPnp5Eg55Sj5amm5Lq656eRIOS4jeWmiueXhyDkuI3lpormsrvnmYIg55u45qih5aSn6YeOIOS6jOS_o-W3nSDljprmnKjluIIg5bqn6ZaT5biCIOWkp-WSjOW4giDnlLrnlLDluIIg55u45qih5Y6f5biC!5e0!3m2!1sja!2sjp!4v1606379683230!5m2!1sja!2sjp,2430432,中央2-9-50,海老名プライムタワー24階,046-236-1105,140089,0,0,0,1,1,1,0,0,0,0,0,エビナレディースクリニック,0,14,757
ノア・ウィメンズクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3244.95817881012!2d139.65666761483985!3d35.579424043156855!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f5706e93fb2f%3A0x62771e3d70c7ec83!2z44OO44Ki44O744Km44Kj44Oh44Oz44K644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379697799!5m2!1sja!2sjp,2110063,小杉町1-510-1,,044-739-4122,140090,0,0,0,1,1,1,0,0,0,0,0,ノアウィメンズクリニック,0,14,737
CMポートクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.024615074742!2d139.5716977341821!3d35.545759067022765!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f631c078280d%3A0x3f5323578238c76!2z77yj77yt44Od44O844OI44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379715904!5m2!1sja!2sjp,2240032,茅ヶ崎中央50-17,CM-PORTビル B1F,045-948-3761,140091,0,0,0,1,1,1,0,0,0,0,0,シーエムポートクリニック,0,14,734
済生会横浜市東部病院,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8107.181491545205!2d139.66748411751783!3d35.52382286823163!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185e3e9a82198f%3A0xa83ee6204d782969!2z5riI55Sf5Lya5qiq5rWc5biC5p2x6YOo55eF6Zmi!5e0!3m2!1sja!2sjp!4v1606379740212!5m2!1sja!2sjp,2308765,下末吉3-6-1,,045-576-3000,140093,1,1,1,1,1,1,0,0,0,0,0,サイセイカイヨコハマシトウブビョウイン,0,14,717
湘南レディースクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2450.97996858929!2d139.48442076579255!3d35.338236447954245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60184e348549bfc7%3A0x979079b5076a306e!2z5rmY5Y2X44Os44OH44Kj44O844K544Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379773954!5m2!1sja!2sjp,2510023,鵠沼花沢町1-12,第５相澤ビル5階6階,0466-55-5066,140094,0,0,0,1,1,1,0,0,0,0,0,ショウナンレディースクリニック,0,14,748
みなとみらい夢クリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2871.9679844113957!2d139.63069288757222!3d35.4585195829455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185c432782979b%3A0x807187be90c4b520!2z44G_44Gq44Go44G_44KJ44GE5aSi44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379793698!5m2!1sja!2sjp,2200012,みなとみらい3-6-3,MMパークビル2F･3F(受付),045-228-3131,140095,0,0,0,1,1,1,0,0,0,0,0,ミナトミライユメクリニック,0,14,719
産婦人科クリニックさくら,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3245.1271100578338!2d139.5571550148397!3d35.57525434338491!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018f71ab41d0ac9%3A0xce7bac56d657a6ca!2z55Sj5amm5Lq656eR44Kv44Oq44OL44OD44Kv44GV44GP44KJ!5e0!3m2!1sja!2sjp!4v1606379808866!5m2!1sja!2sjp,2250003,新石川2-9-3,,045-911-9936,140096,0,0,0,1,1,1,0,0,0,0,0,サンフジンカクリニックサクラ,0,14,733
矢内原ウィメンズクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3254.058529154407!2d139.53143031483353!3d35.35419375544629!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6018455dfab96681%3A0x890f370ec5855faa!2z55-i5YaF5Y6f44Km44Kj44Oh44Oz44K644Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606379829539!5m2!1sja!2sjp,2470056,大船1-26-29 4F,,0467-50-0112,140097,0,0,0,1,1,1,0,0,0,0,0,ヤナイハラウィメンズクリニック,0,14,747
メディカルパーク湘南,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4351.537843783613!2d139.46764585686418!3d35.39417996377504!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601851125775e1d3%3A0xb93d3d8247e842d9!2z44Oh44OH44Kj44Kr44Or44OR44O844Kv5rmY5Y2X!5e0!3m2!1sja!2sjp!4v1606379873097!5m2!1sja!2sjp,2520804,湘南台1-24-7,,0466-41-0331,140098,0,0,1,1,1,1,0,0,0,0,0,メディカルパークショウナン,0,14,748
山下湘南夢クリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3254.7606149868275!2d139.48556289948877!3d35.33676556064838!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60184fcab0e5cfad%3A0x6fc84ca8c7d2ddce!2z5bGx5LiL5rmY5Y2X5aSi44Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606380133509!5m2!1sja!2sjp,2510025,鵠沼石上1-2-10,ウェルビーズ藤沢4Ｆ,0466-55-5011,140099,0,0,0,1,1,1,0,0,0,0,0,ヤマシタショウナンクリニック,0,14,748
東條ARTクリニック,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3251.905318312982!2d139.59481631483504!3d35.40759735253834!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60185b4577261ddb%3A0xfd67f27410e935b6!2z5p2x5qKd77yh77yy77y044Kv44Oq44OL44OD44Kv!5e0!3m2!1sja!2sjp!4v1606380149402!5m2!1sja!2sjp,2330013,丸山台2-34-7,,045-843-1121,140101,0,0,0,1,1,1,0,0,0,0,0,トウジョウアートクリニック,0,14,727
