name,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,city_id,,,,,,,
恵比寿ウイメンズクリニック,1500022,恵比寿南1-4-15,恵比寿銀座クロスビル 5階,03-6452-4278,130210,0,0,0,1,1,1,0,0,671,,,,,,,
榊原記念病院,183‑0003,朝日町3‑16‑1,,042‑314‑3141,130211,0,0,1,0,0,0,0,0,687,,,,,,,
川崎市立川崎病院,2100013,新川通12-1,,044-233-5521,140001,1,1,1,0,0,0,0,0,741,,,,,,,
日本医科大学武蔵小杉病院,2118533,小杉町1-396,,044-733-5181,140006,1,1,1,0,0,0,0,0,743,,,,,,,
関東労災病院,2118510,木月住吉町1-1,,044-411-3131,140008,1,1,1,0,0,0,0,0,743,,,,,,,
帝京大学溝口病院,2138507,二子5-1-1,,044-844-3333,140010,1,1,1,0,0,0,0,0,744,,,,,,,
聖マリアンナ医科大学,2168511,菅生2-16-1,,044-977-8111,140012,1,1,1,1,1,1,7,0,746,,,,,,,
けいゆう病院,2208521,みなとみらい3-7-3,,045-221-8181,140014,1,1,1,0,0,0,0,0,724,,,,,,,
横浜労災病院,2220036,小机町3211,,045-474-8111,140016,1,1,1,0,0,0,0,0,730,,,,,,,
昭和大学藤が丘病院,2278501,藤が丘1-30,,045-971-1151,140017,1,1,0,0,0,0,0,0,738,,,,,,,
相模原病院,2520392,桜台18-1,,042-742-8311,140019,0,1,1,0,0,0,0,0,751,,,,,,,
北里大学,2520375,北里1-15-1,,042-778-8111,140020,1,1,1,1,1,1,0,0,751,,,,,,,
相模野病院,2520206,淵野辺1-2-30,,042-752-2025,140021,0,1,1,0,0,0,0,0,750,,,,,,,
相模原協同病院,2525188,橋本2-8-18,,042-772-4291,140022,0,1,0,0,0,0,0,0,749,,,,,,,
横浜市立みなと赤十字病院,2318682,新山下3-12-1,,045-628-6100,140026,0,0,1,0,0,0,0,0,725,,,,,,,
済生会横浜市南部病院,2340054,港南台3-2-10,,045-832-1111,140028,1,1,1,0,0,0,0,0,732,,,,,,,
横浜市立大学,2360004,福浦3-9,,045-787-2800,140029,1,1,1,0,0,0,0,0,729,,,,,,,
横浜南共済病院,2360037,六浦東1-21-1,,045-782-2101,140030,1,1,1,0,0,0,0,0,729,,,,,,,
横須賀共済病院,2388558,米が浜通1-16,,046-822-2710,140032,1,1,1,0,0,0,0,0,752,,,,,,,
聖隷横浜病院,2408521,岩井町215,,045-715-3111,140034,0,0,1,0,0,0,0,0,727,,,,,,,
横浜市立市民病院,2408555,岡沢町56,,045-331-1961,140035,1,1,1,0,0,0,0,0,727,,,,,,,
聖マリアンナ医科大学横浜市西部病院,2410811,矢指町1197-1,,045-366-1111,140037,1,1,1,0,0,0,0,0,733,,,,,,,
大和市立病院,2428602,深見西8-3-6,,046-260-0111,140038,1,1,0,0,0,0,0,0,762,,,,,,,
海老名総合病院,2430433,河原口1320,,046-233-1311,140040,1,0,0,0,0,0,0,0,764,,,,,,,
国際親善総合病院,2450006,西が岡1-28-1,,045-813-7419,140041,0,0,1,0,0,0,0,0,737,,,,,,,
横浜医療センター,2458575,原宿3-60-2,,045-851-2621,140042,1,1,1,0,0,0,0,0,731,,,,,,,
湘南鎌倉総合病院,2478533,岡本1370-1,,0467-46-1717,140044,1,1,1,0,0,0,0,0,754,,,,,,,
小田原市立病院,2508558,久野46,,0465‐34‐3175,140045,1,1,1,0,0,0,0,0,756,,,,,,,
藤沢市民病院,2518550,藤沢2-6-1,,0466-25-3111,140046,1,1,1,0,0,0,0,0,755,,,,,,,
茅ヶ崎市立病院,2530042,本村5-15-1,,0467-52-1111,140047,1,0,1,0,0,0,0,0,757,,,,,,,
平塚市民病院,2540065,南原1-19-1,,0463-32-0015,140049,1,1,1,0,0,0,0,0,753,,,,,,,
伊勢原協同病院,2591187,田中345,,0463-94-2111,140054,1,1,0,0,0,0,0,0,763,,,,,,,
東海大学,2591193,下糟屋143,,0463-93-1121,140055,1,1,1,1,1,1,0,0,763,,,,,,,
神奈川県立がんセンター,2418515,中尾2-3-2,,045-520-2222,140059,1,1,0,0,0,0,0,0,733,,,,,,,
横浜市立大学市民総合医療センター,2320024,浦舟町4-57,,045-261-5656,140061,1,1,1,1,1,1,4,0,726,,,,,,,
神奈川県立こども医療センター,2328555,六ツ川 2-138-4,,045-711-2351,140062,1,0,1,0,0,0,0,0,726,,,,,,,
昭和大学横浜市北部病院,2248503,茅ケ崎中央35-1,,045-949-7000,140063,1,1,1,0,0,0,0,0,739,,,,,,,
福田ウイメンズクリニック,2440801,品濃町549-2,三宅ビル 7階,045-825-5525,140069,0,0,0,1,1,1,0,0,731,,,,,,,
東條ウイメンズホスピタル,2330013,丸山台2-34-7,,045-843-1121,140070,0,0,0,1,1,1,0,0,732,,,,,,,
アモルクリニック,2220033,新横浜3-20-3-7F,,045-475-1000,140072,0,0,0,1,1,1,0,0,730,,,,,,,
田園都市レディースクリニック,2250011,あざみ野1-5-1,,045-905-5524,140075,0,0,0,1,1,1,0,0,738,,,,,,,
馬車道レディスクリニック,2310012,相生町4-65-3,馬車道メディカルスクエア 5F,045-228-1680,140076,0,0,0,1,1,1,0,0,725,,,,,,,
須藤産科婦人科医院,2570003,南矢名4-12-12,,0463-77-7666,140078,0,0,0,1,1,1,0,0,760,,,,,,,
ソフィアレディスクリニック,2520233,鹿沼台2-12-2,サンライズアートビル,042-776-3636,140079,0,0,0,1,1,1,0,0,750,,,,,,,
愛育レディーズクリニック,2420006,南林間2-13-3,,046-277-3316,140083,0,0,0,1,1,1,0,0,762,,,,,,,
神奈川レディースクリニック,2210822,西神奈川1-11-5,ARTVISTA横浜ビル,045-290-8666,140085,0,0,0,1,1,1,0,0,723,,,,,,,
菊名西口医院,2220021,篠原北1-3-33,,045-401-6444,140086,0,0,0,1,1,1,0,0,730,,,,,,,
山近記念総合病院,2560815,小八幡3-19-14,,0465-47-7151,140088,0,0,0,1,1,1,0,0,756,,,,,,,
海老名レディースクリニック,2430432,中央2-9-50,海老名プライムタワー 24階,046-236-1105,140089,0,0,0,1,1,1,0,0,764,,,,,,,
ノア・ウィメンズクリニック,2110063,小杉町1-510-1,,044-739-4122,140090,0,0,0,1,1,1,0,0,743,,,,,,,
CMポートクリニック,2240032,茅ヶ崎中央50-17,CM-PORTビル B1F,045-948-3761,140091,0,0,0,1,1,1,0,0,739,,,,,,,
済生会横浜市東部病院,2308765,下末吉3-6-1,,045-576-3000,140093,1,1,1,1,1,1,0,0,722,,,,,,,
湘南レディースクリニック,2510023,鵠沼花沢町1-12,第５相澤ビル 5階6階,0466-55-5066,140094,0,0,0,1,1,1,0,0,755,,,,,,,
みなとみらい夢クリニック,2200012,みなとみらい3-6-3,MMパークビル 2F･3F(受付),045-228-3131,140095,0,0,0,1,1,1,0,0,724,,,,,,,
産婦人科クリニックさくら,2250003,新石川2-9-3,,045-911-9936,140096,0,0,0,1,1,1,0,0,738,,,,,,,
矢内原ウィメンズクリニック,2470056,大船1-26-29 4F,,0467-50-0112,140097,0,0,0,1,1,1,0,0,754,,,,,,,
メディカルパーク湘南,2520804,湘南台1-24-7,,0466-41-0331,140098,0,0,1,1,1,1,0,0,755,,,,,,,
山下湘南夢クリニック,2510025,鵠沼石上1-2-10,ウェルビーズ藤沢 4Ｆ,0466-55-5011,140099,0,0,0,1,1,1,0,0,755,,,,,,,
東條ARTクリニック,2330013,丸山台2-34-7,,045-843-1121,140101,0,0,0,1,1,1,0,0,732,,,,,,,
新百合ヶ丘総合病院,2150026,古沢都古255,,044-322-9991,140102,1,1,0,1,1,1,0,0,747,,,,,,,
南生田レディースクリニック,2140036,南生田7-20-21,,044-930-3223,140103,0,0,0,1,1,0,0,0,745,,,,,,,
神奈川ARTクリニック,2520303,相模大野6-19-29,,042-701-3855,140104,0,0,0,1,1,1,0,0,751,,,,,,,
横浜HARTクリニック,2210835,鶴屋町3-32-13,第2安田ビル 7階,045-620-5731,140105,0,0,0,1,1,1,0,0,723,,,,,,,
川崎市立多摩病院,2148525,宿河原1-30-37,,044-933-8111,140106,1,0,0,0,0,0,0,0,745,,,,,,,
なかむらアートクリニック,2220033,新横浜2-5-14,WISE NEXT 新横浜 9F,045-534-6534,140107,0,0,0,1,1,1,0,0,730,,,,,,,
川崎幸病院,2120014,大宮町31-27,,044-544-4611,140108,0,1,0,0,0,0,0,0,742,,,,,,,
コシ産婦人科,2210065,白楽71-8,,045-432-2525,140109,0,0,0,1,1,1,0,0,723,,,,,,,
小田原レディスクリニック,2500045,城山2-1-5,,0465-35-1103,140110,0,0,0,1,1,1,0,0,756,,,,,,,
メディカルパーク横浜,2310062,桜木町1 - 1 - 8,日石横浜ビル 4階,045-232-4741,140111,0,0,0,1,1,1,0,0,725,,,,,,,
山梨県立中央病院,4008506,富士見1-1-1,,055-253-7111,150002,1,1,1,0,0,0,0,0,871,,,,,,,
甲府共立病院,4000034,宝1-9-1,,055-226-3131,150003,1,0,0,0,0,0,0,0,871,,,,,,,
山梨大学,4093898,下河東1110,,055-273-1111,150006,1,1,1,1,1,1,7,0,883,,,,,,,
市立甲府病院,4000832,増坪町366,,055-244-1111,150007,1,0,0,0,0,0,0,0,871,,,,,,,
山梨赤十字病院,4010301,船津6663-1,,0555-72-2222,150008,1,0,0,0,0,0,0,0,895,,,,,,,
甲府昭和婦人クリニック,4093867,清水新居1215-1,,055-226-5566,150009,0,0,0,1,1,1,0,0,889,,,,,,,
薬袋レディースクリニック,4000035,飯田2-3-9,,055-226-3711,150010,0,0,0,1,1,1,0,0,871,,,,,,,
このはな産婦人科,4000117,西八幡1950-1,,055-225-5500,150011,0,0,0,1,1,1,0,0,879,,,,,,,
長野赤十字病院,3808582,若里5-22-1,,026-226-4131,160001,1,1,0,0,0,0,0,0,898,,,,,,,
佐久総合病院佐久医療センター,3850051,中込3400-28,,0267-88-7354,160003,1,0,1,0,0,0,0,0,913,,,,,,,
浅間総合病院,3858558,岩村田1862-1,,0267-67-2295,160004,0,1,0,1,1,0,0,0,913,,,,,,,
篠ノ井総合病院,3888004,篠ノ井会666-1,,026-292-2261,160005,1,1,1,1,1,1,4,0,898,,,,,,,
信州大学,3908621,旭3-1-1,,0263-35-4600,160006,1,1,1,1,1,1,4,0,899,,,,,,,
諏訪赤十字病院,3928510,湖岸通り5-11-50,,0266-52-6111,160008,1,0,1,0,0,0,0,0,903,,,,,,,
飯田市立病院,3958502,八幡町438,,0265-21-1255,160010,1,0,1,0,0,0,0,0,902,,,,,,,
北信総合病院,3838505,西1-5-63,,0269-22-2151,160015,1,0,1,0,0,0,0,0,908,,,,,,,
わかばレディス＆マタニティクリニック,3900303,浅間温泉1-24-5,,0263-45-0103,160018,0,0,0,1,1,1,0,0,899,,,,,,,
北原レディースクリニック,3900852,島立1081-1,,0263-48-3186,160019,0,0,0,1,1,1,0,0,899,,,,,,,
三浦産婦人科,3860012,中央3-16-10,,0268-22-0350,160020,0,0,0,1,1,1,0,0,900,,,,,,,
吉澤産婦人科医院,3800904,七瀬中町96,,026-226-8475,160021,0,0,0,1,1,1,0,0,898,,,,,,,
長野市民病院,3818551,大字富竹1333-1,,026-295-1199,160022,0,1,0,1,1,1,0,0,898,,,,,,,
諏訪マタニティークリニック,3930077,矢木112-13,,0266-28-6100,160025,0,0,0,1,1,1,0,0,928,,,,,,,
伊那中央病院,3968555,小四郎久保1313-1,,0265-72-3121,160026,1,0,0,0,0,0,0,0,906,,,,,,,
相澤病院,3908510,2-5-1,,0263-33-8600,160027,1,0,0,0,0,0,0,0,899,,,,,,,
長野県立信州医療センター,3820091,大字須坂1332,,026-245-1650,160028,1,0,0,0,0,0,0,0,904,,,,,,,
組合立諏訪中央病院,3918503,玉川4300,,0266-72-1000,160029,1,0,0,0,0,0,0,0,911,,,,,,,
長野県立こども病院,3998288,豊科3100,,0263-73-6700,160030,1,0,0,0,0,0,0,0,916,,,,,,,
松本市立病院,3901401,波田4417-180,,0263-92-3027,160031,1,0,0,0,0,0,0,0,899,,,,,,,
佐久平エンゼルクリニック,3850021,長土呂1210-1,,0267-67-5816,160032,0,0,0,1,1,1,0,0,913,,,,,,,
菜の花マタニティクリニック,3960009,日影380-1,,0265-76-7087,160033,0,0,0,1,1,1,0,0,906,,,,,,,
西澤病院,3950044,本町4-5,,0265-24-3800,160034,0,0,0,1,1,1,0,0,902,,,,,,,
沼津市立病院,4100302,東椎路春ノ木550,,055-924-5100,170001,1,0,1,1,1,0,0,0,1029,,,,,,,
順天堂大学静岡病院,4102295,長岡1129,,055-948-3111,170002,1,1,1,0,0,0,0,0,1048,,,,,,,
富士市立中央病院,4178567,高島町50,,0545-52-1131,170006,1,1,1,1,1,1,0,0,1035,,,,,,,
富士宮市立病院,4180076,錦町3-1,,0544-27-3151,170007,1,0,0,0,0,0,0,0,1032,,,,,,,
静岡赤十字病院,4200853,追手町8-2,,054-254-4311,170008,1,1,1,1,1,1,0,0,1018,,,,,,,
静岡県立総合病院,4208527,北安東4-27-1,,054-247-6111,170009,1,1,0,0,0,0,0,0,1018,,,,,,,
静岡厚生病院,4208623,北番町23,,054-271-7177,170010,1,0,0,0,0,0,0,0,1018,,,,,,,
静岡市立静岡病院,4208630,追手町10-93,,054-253-3125,170011,1,0,0,0,0,0,0,0,1018,,,,,,,
静岡済生会総合病院,4228527,小鹿1-1-1,,054-285-6171,170014,1,1,1,0,0,0,0,0,1019,,,,,,,
静岡市立清水病院,4248636,宮加三1231,,054-336-1111,170016,1,1,1,0,0,0,0,0,1020,,,,,,,
焼津市立総合病院,4258505,道原1000,,054-623-3111,170017,1,0,0,1,1,1,0,0,1037,,,,,,,
聖隷浜松病院,4308558,住吉2-12-12,,053-474-2222,170023,1,1,1,1,1,1,7,0,1022,,,,,,,
浜松医科大学,4313192,半田山1-20-1,,053-435-2111,170025,1,1,1,1,1,1,4,0,1023,,,,,,,
浜松医療センター,4328580,富塚町328,,053-453-7111,170026,1,1,1,0,0,0,0,0,1022,,,,,,,
聖隷三方原病院,4338558,三方原町3453,,053-436-1251,170027,1,1,1,1,1,1,7,0,1026,,,,,,,
磐田市立総合病院,4388550,大久保512-3,,0538-38-5000,170031,1,1,1,0,0,0,0,0,1036,,,,,,,
かぬき岩端医院,4100822,下香貫前原1479-3,,055-932-8189,170036,0,0,0,1,1,1,0,0,1029,,,,,,,
小島レディースクリニック,4100022,大岡1125-1,,055-952-1133,170037,0,0,0,1,1,1,0,0,1029,,,,,,,
岩端医院,4100801,大手町3-2-19,,055-962-1368,170038,0,0,0,1,1,1,0,0,1029,,,,,,,
西村ウイメンズクリニック,4338122,上島6-30-3,,053-479-0222,170040,0,0,0,1,1,1,0,0,1022,,,,,,,
伊豆赤十字病院,4102413,小立野100,,054-252-8131,170042,0,0,1,0,0,0,0,0,1045,,,,,,,
可睡の杜レディースクリニック,4370127,可睡の杜31-6,,0538-49-5656,170046,0,0,0,1,1,1,0,0,1041,,,,,,,
西垣ARTクリニック,4380078,中泉1-6-16,,0538-33-4455,170047,0,0,0,1,1,1,0,0,1036,,,,,,,
望月産婦人科医院,4170847,比奈856,,0545-34-0445,170048,0,0,0,1,1,0,0,0,1035,,,,,,,
俵IVFクリニック,4228066,泉町2-20,,054-288-2882,170049,0,0,0,1,1,1,4,0,1019,,,,,,,
静岡県立こども病院,4208660,漆山860,,054-247-6251,170050,1,0,1,0,0,0,0,0,1018,,,,,,,
静岡県立静岡がんセンター,4118777,下長窪1007,,055-989-5222,170051,0,1,0,0,0,0,0,0,1057,,,,,,,
静岡レディースクリニック,4200837,日出町10-3,,054-251-0770,170052,0,0,0,1,1,1,4,0,1018,,,,,,,
藤枝市立総合病院,4268677,駿河台4-1-11,,054-646-1111,170054,1,0,0,0,0,0,0,0,1039,,,,,,,
いながきレディースクリニック,4100062,宮前町12-11,,055-926-1709,170055,0,0,0,1,1,1,4,0,1029,,,,,,,
アクトタワークリニック,4307707,板屋町111-2,浜松アクトタワー7F,053-413-1124,170056,0,0,0,1,1,1,4,0,1022,,,,,,,
三島レディースクリニック,4110841,南本町15-35,,055-991-0770,170057,0,0,0,1,1,1,4,0,1031,,,,,,,
中東遠総合医療センター,4368555,菖蒲ヶ池1-1,,0537-21-5555,170058,1,1,0,0,0,0,0,0,1038,,,,,,,
長谷川産婦人科医院,4170051,吉原5-3-18,,0545-53-7575,170059,0,0,0,1,1,1,0,0,1035,,,,,,,
県立美術館前レディースメンタルクリニック,4228002,谷田30-22,,054-264-6000,170060,0,0,0,1,1,1,0,0,1019,,,,,,,
長岡赤十字病院,9402085,千秋2-297-1,,0258-28-3600,180001,1,1,1,0,0,0,0,0,791,,,,,,,
立川綜合病院,9408621,旭岡1-24,,0258-33-3111,180002,1,0,0,1,1,1,0,0,791,,,,,,,
長岡中央綜合病院,9408653,川崎町2041,,0258-35-3700,180003,1,0,0,0,0,0,0,0,791,,,,,,,
上越総合病院,9438507,大道福田616,,025-524-3000,180004,1,0,0,1,1,1,0,0,804,,,,,,,
新潟県立中央病院,9430192,新南町205,,025-522-7711,180005,1,0,0,0,0,0,0,0,804,,,,,,,
木戸病院,9500862,竹尾4-13-3,,025-273-2151,180006,0,0,0,1,1,1,0,1,784,,,,,,,
済生会新潟第二病院,9501104,寺地280-7,,025-233-6161,180007,1,1,0,1,1,1,0,0,789,,,,,,,
新潟市民病院,9501197,鐘木463-7,,025-281-5151,180008,1,1,1,0,0,0,0,0,785,,,,,,,
新潟大学,9518520,旭町通一番町754,,025-223-6161,180009,1,1,1,1,1,1,4,0,785,,,,,,,
新潟県立がんセンター新潟病院,9518566,川岸町2-15-3,,025-266-5111,180010,1,1,0,0,0,0,0,0,785,,,,,,,
新潟県済生会三条病院,9558511,大野畑6-18,,0256-33-1551,180011,1,0,0,0,0,0,0,0,792,,,,,,,
新潟県立新発田病院,9578588,本町1-2-8,,0254-22-3121,180012,1,0,0,0,0,0,0,0,794,,,,,,,
村上総合病院,9588533,田端町2-17,,0254-53-2141,180013,1,0,0,0,0,0,0,0,799,,,,,,,
レディスクリニック石黒,9550083,荒町2-25-33,,0256-33-0150,180016,0,0,0,1,1,1,0,0,792,,,,,,,
新津産科婦人科クリニック,9500208,横越中央7-1-7,,025-384-4103,180019,0,0,0,1,1,1,0,0,786,,,,,,,
大島クリニック,9430153,鴨島1100,,025-522-2000,180022,0,0,0,1,1,1,0,0,804,,,,,,,
源川産婦人科クリニック,9500014,松崎1-18-12,,050-3533-8855,180023,0,0,0,1,1,1,0,1,784,,,,,,,
ロイヤルハートクリニック,9500905,天神尾1-17-5,,025-244-1122,180024,0,0,0,1,1,1,0,0,785,,,,,,,
長岡レディースクリニック,9400875,新保2-5-43,,0258-22-7780,180026,0,0,0,1,1,1,0,0,791,,,,,,,
関塚医院,9570006,中田町2-17-15,,0254-26-1405,180027,0,0,0,1,1,1,0,0,794,,,,,,,
菅谷ウイメンズクリニック,9430804,新光町3-6-16,,025-546-7660,180028,0,0,0,1,1,1,0,0,804,,,,,,,
新潟県地域医療推進機構魚沼基幹病院,9497302,浦佐4132,,025-777-3200,180029,0,1,0,0,0,0,0,0,808,,,,,,,
ART女性クリニック白山,9518131,白山浦2-20-1,白山メディカルビル 2F･3F,025-378-3065,180030,0,0,0,1,1,1,0,0,785,,,,,,,
富山大学,9300194,杉谷2630,,076-434-2281,190001,1,1,1,0,0,0,0,0,820,,,,,,,
富山赤十字病院,9300859,牛島本町2-1-58,,076-433-2222,190002,1,1,1,1,1,1,0,0,820,,,,,,,
富山県立中央病院,9308550,西長江2-2-78,,076-424-1531,190003,1,1,1,1,1,1,0,0,820,,,,,,,
厚生連高岡病院,9338555,永楽町5-10,,0766-21-3930,190004,1,1,1,0,0,0,0,0,821,,,,,,,
黒部市民病院,9388502,三日市1108-1,,0765-54-2211,190005,1,1,1,0,0,0,0,0,825,,,,,,,
市立砺波総合病院,9391395,新富町1-61,,0763-32-3320,190006,0,0,1,0,0,0,0,0,826,,,,,,,
富山市立富山市民病院,9398511,今泉北部町2-1,,076-422-1112,190007,1,0,1,0,0,0,0,0,820,,,,,,,
高岡市民病院,9338550,宝町4-1,,0766-23-0204,190009,1,1,0,0,0,0,0,0,821,,,,,,,
あわの産婦人科医院,9390626,入膳229-3,,0765-72-0588,190015,0,0,0,1,1,1,0,0,833,,,,,,,
小嶋ウィメンズクリニック,9300887,五福521-1,,076-432-1788,190018,0,0,0,1,1,1,0,0,820,,,,,,,
女性クリニックWe富山,9398204,根塚町1-5-1,,076-493-5580,190019,0,0,0,1,1,1,0,0,820,,,,,,,
あいARTクリニック,9330813,下伏間江572,,0766-27-3311,190020,0,0,0,1,1,1,0,0,821,,,,,,,
金沢医科大学,9200293,大学1-1,,076-286-3511,200001,1,1,1,0,0,0,0,0,848,,,,,,,
金沢医療センター,9208650,下石引町1-1,,076-262-4161,200002,1,1,0,0,0,0,0,0,835,,,,,,,
石川県立中央病院,9208530,鞍月東2-1,,076-237-8211,200003,1,1,1,1,1,1,0,0,835,,,,,,,
金沢大学,9208641,宝町13-1,,076-265-2000,200004,1,1,1,0,0,0,0,0,835,,,,,,,
永遠幸レディスクリニック,9230002,小島町ル50-1,,0761-23-1555,200013,0,0,0,1,1,1,0,0,837,,,,,,,
金沢たまごクリニック,9200016,諸江町中丁327-1,,076-237-3300,200014,0,0,0,1,1,1,4,0,835,,,,,,,
恵寿総合病院,9268605,富岡町94,,0767-52-3211,200015,0,0,0,1,1,1,0,0,836,,,,,,,
深江レディースクリニック,9218841,市郷町260,,076-294-3336,200017,0,0,0,1,1,0,0,0,845,,,,,,,
鈴木レディスホスピタル,9218033,寺町2-8-36,,076-242-3155,200018,0,0,0,1,1,1,0,0,835,,,,,,,
福井愛育病院,9100833,新保2-301,,0776-54-5757,210001,1,0,1,0,0,0,0,0,854,,,,,,,
福井県立病院,9108526,四ツ井2-8-1,,0776-54-5151,210002,1,1,1,0,0,0,0,0,854,,,,,,,
福井大学,9101193,松岡下合月23-3,,0776-61-3111,210003,1,1,1,1,1,1,4,0,863,,,,,,,
福井赤十字病院,9188501,月見2-4-1,,0776-36-3630,210004,1,1,1,0,0,0,0,0,854,,,,,,,
市立敦賀病院,9148502,三島町1-6-60,,0770-22-3611,210005,0,0,1,0,0,0,0,0,855,,,,,,,
福井県済生会病院,9188503,和田中町舟橋7-1,,0776-23-1111,210006,1,1,1,0,0,0,0,0,854,,,,,,,
公立小浜病院,9178567,大手町2-2,,0770-52-0990,210007,0,0,1,0,0,0,0,0,856,,,,,,,
公立丹南病院,9168515,三六町1-2-31,,0778-51-2260,210009,0,0,1,0,0,0,0,0,859,,,,,,,
本多レディースクリニック,9100004,宝永4-2-18,,0776-24-6800,210013,0,0,0,1,1,1,0,0,854,,,,,,,
西ウイミンズクリニック,9188105,木田2-2102,,0776-33-3663,210014,0,0,0,1,1,1,0,0,854,,,,,,,
岐阜大学,5011194,柳戸1-1,,058-230-6000,220002,1,1,1,1,1,1,7,0,975,,,,,,,
岐阜県総合医療センター,5008717,野一色4-6-1,,058-246-1111,220003,1,1,1,0,0,0,0,0,975,,,,,,,
松波総合病院,5016062,田代185-1,,058-388-0111,220005,0,1,1,1,1,1,0,0,997,,,,,,,
大垣市民病院,5038502,南頬町4-86,,0584-81-3341,220006,1,1,1,1,1,0,0,0,976,,,,,,,
高山赤十字病院,5068550,天満町3-11,,0577-32-1111,220008,1,0,0,0,0,0,0,0,977,,,,,,,
岐阜県立多治見病院,5078522,前畑町5-161,,0572-22-5311,220010,1,1,1,0,0,0,0,0,978,,,,,,,
おおのレディースクリニック,5020901,光町1-44,,058-233-0201,220016,0,0,0,1,1,1,0,0,975,,,,,,,
操レディスホスピタル,5020846,津島町6-19,,058-233-8811,220017,0,0,0,1,1,1,4,0,975,,,,,,,
高橋産婦人科,5008818,梅ヶ枝町3-41-3,,058-263-5726,220018,0,0,0,1,1,1,0,0,975,,,,,,,
クリニックママ,5030807,今宿3-34-1,,0584-73-5111,220020,0,0,0,1,1,1,4,0,976,,,,,,,
花林レディースクリニック,5016244,竹鼻町丸の内4-5,,058-393-1122,220021,0,0,0,1,1,0,0,0,983,,,,,,,
中西ウィメンズクリニック,5070024,大正町1-45,,0572-25-8882,220022,0,0,0,1,1,1,0,0,978,,,,,,,
古田産科婦人科クリニック,5008842,金町7-3,,058-265-2395,220023,0,0,0,1,1,1,0,0,975,,,,,,,
郡上市民病院,5014222,八幡町島谷1261,,0575-67-1611,220025,1,0,0,0,0,0,0,0,993,,,,,,,
豊橋市民病院,4418570,青竹町字八間西50,,0532-33-6111,230001,1,1,1,1,1,1,0,0,1079,,,,,,,
豊川市民病院,4428561,八幡町野路23,,0533-86-1111,230004,1,1,0,0,0,0,0,0,1085,,,,,,,
蒲郡市民病院,4438501,平田町向田1-1,,0533-66-2200,230005,1,0,0,0,0,0,0,0,1092,,,,,,,
岡崎市民病院,4448553,高隆寺町字五所合3-1,,0564-21-8111,230006,1,1,1,0,0,0,0,0,1080,,,,,,,
八千代病院,4468510,住吉町2-2-7,,0566-97-8111,230008,0,0,0,1,1,1,0,0,1090,,,,,,,
安城更生病院,4468602,安城町東広畔28,,0566-75-2111,230009,1,1,1,0,0,0,0,0,1090,,,,,,,
刈谷豊田総合病院,4488505,住吉町5-15,,0566-25-2810,230011,1,1,1,0,0,0,0,0,1088,,,,,,,
名古屋第一赤十字病院,4538511,道下町3-35,,052-481-5111,230014,1,1,1,1,1,1,4,0,1067,,,,,,,
名古屋掖済会病院,4548502,松年町4-66,,052-652-7711,230015,1,1,1,0,0,0,0,0,1072,,,,,,,
藤田医科大学ばんたね病院,4548509,尾頭橋3-6-10,,052-321-8171,230016,1,0,0,0,0,0,0,0,1072,,,,,,,
中部ろうさい病院,4558530,港明1-10-6,,052-652-5511,230017,1,1,1,0,0,0,0,0,1073,,,,,,,
中京病院,4570851,三条1-1-10,,052-691-7151,230020,1,0,0,0,0,0,0,0,1074,,,,,,,
名古屋医療センター,4600001,三の丸4-1-1,,052-951-1111,230024,0,1,0,0,0,0,0,0,1068,,,,,,,
可世木婦人科　ARTクリニック,4600008,栄4-2-29,名古屋広小路プレイス 7F,052-251-8801,230025,0,0,0,1,1,1,0,0,1068,,,,,,,
名古屋市立西部医療センター,4628508,平手町1-1-1,,052-991-8121,230029,1,1,1,0,0,0,0,0,1065,,,,,,,
名古屋市立東部医療センター,4648547,若水1-2-23,,052-721-7171,230030,1,1,0,0,0,0,0,0,1063,,,,,,,
名古屋大学,4668560,鶴舞町65,,052-741-2111,230031,1,1,1,1,1,1,7,0,1069,,,,,,,
名古屋第二赤十字病院,4668650,妙見町2-9,,052-832-1121,230033,1,1,1,0,0,0,0,0,1069,,,,,,,
名古屋市立大学,4678602,瑞穂町字川澄1,,052-851-5511,230034,1,1,1,1,1,1,0,0,1070,,,,,,,
藤田医科大学,4701192,沓掛町田楽ヶ窪1-98,,0562-93-2111,230035,1,1,1,1,1,1,0,0,1106,,,,,,,
トヨタ記念病院,4718513,平和町1-1,,0565-28-0100,230036,1,1,1,1,1,1,0,0,1089,,,,,,,
半田市立半田病院,4758599,東洋町2-29,,0569-22-9881,230037,1,1,0,0,0,0,0,0,1083,,,,,,,
愛知医科大学,4801195,岩作雁又1-1,,0561-62-3311,230040,1,1,1,0,0,0,0,0,1115,,,,,,,
江南厚生病院,4838704,高屋町大松原137,,0587-51-3333,230042,1,1,1,1,1,0,0,0,1095,,,,,,,
小牧市民病院,4858520,常普請1-20,,0568-76-4131,230043,1,1,1,1,1,1,0,0,1096,,,,,,,
春日井市民病院,4868510,鷹来町1-1-1,,0568-57-0057,230044,1,1,1,0,0,0,0,0,1084,,,,,,,
公立陶生病院,4898642,西追分町160,,0561-82-5101,230045,1,1,1,0,0,0,0,0,1082,,,,,,,
